,arg_scorer,min-arg-quality,min-similarity,p,R-1,R-2,R-L
80,claim-identifier,0.4,0.6000000000000001,0.4,0.3997042293105384,0.29483750114775603,0.3338036540157733
81,claim-identifier,0.4,0.6000000000000001,0.6000000000000001,0.39207159431092253,0.2781958030791746,0.32355014793732656
82,claim-identifier,0.4,0.6000000000000001,0.8,0.40124567560272534,0.29036264780639015,0.32757167342427307
83,claim-identifier,0.4,0.6000000000000001,1.0,0.41704365033695245,0.30699988960913266,0.3389464442788681
84,claim-identifier,0.4,0.8,0.0,0.4032224628422336,0.30210706341737537,0.33888675953319325
85,claim-identifier,0.4,0.8,0.2,0.3806403664006056,0.2736383621381236,0.3168004712960846
86,claim-identifier,0.4,0.8,0.4,0.38196395388632187,0.2708652628350427,0.31854945412164654
87,claim-identifier,0.4,0.8,0.6000000000000001,0.3925541921393221,0.28134321036729365,0.3247502757729872
88,claim-identifier,0.4,0.8,0.8,0.39803712057803364,0.2862510557479406,0.3257508804787163
89,claim-identifier,0.4,0.8,1.0,0.4281062802575303,0.33587682374827826,0.37778958651695976
90,claim-identifier,0.6000000000000001,0.0,0.0,0.28566807207506323,0.194178516921797,0.24079290336927717
91,claim-identifier,0.6000000000000001,0.0,0.2,0.2883342992341664,0.19387729602483322,0.2394707537771794
92,claim-identifier,0.6000000000000001,0.0,0.4,0.2911458247192157,0.19751458243753453,0.23782302225858176
93,claim-identifier,0.6000000000000001,0.0,0.6000000000000001,0.2935825908025367,0.20484635181616834,0.24534730588379788
94,claim-identifier,0.6000000000000001,0.0,0.8,0.2941282959252711,0.19976865258578008,0.2432161773096327
95,claim-identifier,0.6000000000000001,0.0,1.0,0.30960633788718733,0.2203041280599394,0.2638234025329451
96,claim-identifier,0.6000000000000001,0.2,0.0,0.28566807207506323,0.194178516921797,0.24079290336927717
97,claim-identifier,0.6000000000000001,0.2,0.2,0.2883342992341664,0.19387729602483322,0.2394707537771794
98,claim-identifier,0.6000000000000001,0.2,0.4,0.2911458247192157,0.19751458243753453,0.23782302225858176
99,claim-identifier,0.6000000000000001,0.2,0.6000000000000001,0.2935825908025367,0.20484635181616834,0.24534730588379788
100,claim-identifier,0.6000000000000001,0.2,0.8,0.2941282959252711,0.19976865258578008,0.2432161773096327
101,claim-identifier,0.6000000000000001,0.2,1.0,0.30960633788718733,0.2203041280599394,0.2638234025329451
102,claim-identifier,0.6000000000000001,0.4,0.0,0.28566807207506323,0.194178516921797,0.24079290336927717
103,claim-identifier,0.6000000000000001,0.4,0.2,0.2858087646298958,0.19387729602483322,0.23838481567046016
104,claim-identifier,0.6000000000000001,0.4,0.4,0.28822925623281903,0.19719976901001157,0.23838533989832333
105,claim-identifier,0.6000000000000001,0.4,0.6000000000000001,0.2921107315746075,0.20517184504592106,0.24656862325560933
106,claim-identifier,0.6000000000000001,0.4,0.8,0.29885905143250824,0.20857618313403964,0.2520979666670784
107,claim-identifier,0.6000000000000001,0.4,1.0,0.30960633788718733,0.2203041280599394,0.2638234025329451
108,claim-identifier,0.6000000000000001,0.6000000000000001,0.0,0.28566807207506323,0.194178516921797,0.24079290336927717
109,claim-identifier,0.6000000000000001,0.6000000000000001,0.2,0.27271699460598375,0.17979464025550218,0.2280187460066022
110,claim-identifier,0.6000000000000001,0.6000000000000001,0.4,0.2757928694284436,0.183887697323099,0.22816251646922947
111,claim-identifier,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2802708796680595,0.19158037298917813,0.234870568534416
112,claim-identifier,0.6000000000000001,0.6000000000000001,0.8,0.27605381305600035,0.1831563242908037,0.22868795096975475
113,claim-identifier,0.6000000000000001,0.6000000000000001,1.0,0.3049644301839365,0.21080635511960913,0.25700027828620714
114,claim-identifier,0.6000000000000001,0.8,0.0,0.28566807207506323,0.194178516921797,0.24079290336927717
115,claim-identifier,0.6000000000000001,0.8,0.2,0.2762099612094734,0.17929261568763002,0.2255428201265447
116,claim-identifier,0.6000000000000001,0.8,0.4,0.27699091349991156,0.17722598658433875,0.2266717859227821
117,claim-identifier,0.6000000000000001,0.8,0.6000000000000001,0.2768619430215586,0.17713319224046964,0.22723329730211522
118,claim-identifier,0.6000000000000001,0.8,0.8,0.2859288839483008,0.18954593096548006,0.23365917171904196
119,claim-identifier,0.6000000000000001,0.8,1.0,0.2845105117165825,0.1898487392075065,0.23448534556394232
120,claim-identifier,0.8,0.0,0.0,0.16513695617391222,0.10018637869158145,0.13402724640572994
121,claim-identifier,0.8,0.0,0.2,0.16518018827076275,0.09928517519122118,0.13035367706657414
122,claim-identifier,0.8,0.0,0.4,0.1668853605747164,0.10108996598689737,0.13458856293212285
123,claim-identifier,0.8,0.0,0.6000000000000001,0.16743983108674437,0.10095247963504261,0.13526257537496741
124,claim-identifier,0.8,0.0,0.8,0.17121996807591405,0.10195895213862946,0.1352359555167079
125,claim-identifier,0.8,0.0,1.0,0.17111989497379415,0.1024005170012091,0.13489095521149658
126,claim-identifier,0.8,0.2,0.0,0.16513695617391222,0.10018637869158145,0.13402724640572994
127,claim-identifier,0.8,0.2,0.2,0.16518018827076275,0.09928517519122118,0.13035367706657414
128,claim-identifier,0.8,0.2,0.4,0.1668853605747164,0.10108996598689737,0.13458856293212285
129,claim-identifier,0.8,0.2,0.6000000000000001,0.16743983108674437,0.10095247963504261,0.13526257537496741
130,claim-identifier,0.8,0.2,0.8,0.17121996807591405,0.10195895213862946,0.1352359555167079
131,claim-identifier,0.8,0.2,1.0,0.17111989497379415,0.1024005170012091,0.13489095521149658
132,claim-identifier,0.8,0.4,0.0,0.16513695617391222,0.10018637869158145,0.13402724640572994
133,claim-identifier,0.8,0.4,0.2,0.16518018827076275,0.09928517519122118,0.13035367706657414
134,claim-identifier,0.8,0.4,0.4,0.1655385131795573,0.10168640172184734,0.1353778736791637
135,claim-identifier,0.8,0.4,0.6000000000000001,0.16598160557256497,0.10119640632772703,0.13607349592727283
136,claim-identifier,0.8,0.4,0.8,0.16951586605681157,0.10223804851868598,0.13387309168852687
137,claim-identifier,0.8,0.4,1.0,0.17111989497379415,0.1024005170012091,0.13489095521149658
138,claim-identifier,0.8,0.6000000000000001,0.0,0.16513695617391222,0.10018637869158145,0.13402724640572994
139,claim-identifier,0.8,0.6000000000000001,0.2,0.1509849138185576,0.08563795285603959,0.12018708638349113
140,claim-identifier,0.8,0.6000000000000001,0.4,0.1528687880236671,0.09126858248683577,0.12635715201804845
141,claim-identifier,0.8,0.6000000000000001,0.6000000000000001,0.1522380108203527,0.09120088151415029,0.12699531350883558
142,claim-identifier,0.8,0.6000000000000001,0.8,0.15635307924428465,0.09315077313779288,0.123643078167289
143,claim-identifier,0.8,0.6000000000000001,1.0,0.16454343322469536,0.09477330876372353,0.12976387878190004
144,claim-identifier,0.8,0.8,0.0,0.16513695617391222,0.10018637869158145,0.13402724640572994
145,claim-identifier,0.8,0.8,0.2,0.16069118899026463,0.09139176856366418,0.12393078076897507
146,claim-identifier,0.8,0.8,0.4,0.1567175317806812,0.08716095547417849,0.12180768925891347
147,claim-identifier,0.8,0.8,0.6000000000000001,0.157765821632521,0.08699599013437218,0.12309853195256135
148,claim-identifier,0.8,0.8,0.8,0.157765821632521,0.08699599013437218,0.12309853195256135
149,claim-identifier,0.8,0.8,1.0,0.145584792884557,0.0786371581517723,0.1179854816543579
